Ventas 2021
31.32
65.49
36.18
22.1
42.6
24.64
10.86
16.72
201.11
34.74
28.63
5.85
20.01
52.0
60.95
110.0
183.09
46.96
97.5
23.33
23.07
21.5
16.77
40.89
66.38
4.24
68.06
83.14
153.26
42.27
22.75
18.56
4.45
13.64
78.3
31.33
110.0
70.54
22.5
57.54
22.94
28.51
158.06
46.7
15.17
48.0
31.71
25.55
109.6
6.33
40.33
39.97
110.87
16.21
37.12
53.58
80.6
20.01
95.97
33.88
4.27
45.35
9.18
97.15
30.3
147.01
101.65
33.0
212.24
88.12
53.34
9.66
1.68
47.95
23.33
73.96
93.88
50.44
137.48
35.31
110.0
131.17
37.7
81.49
56.56
69.55
370.48
37.74
8.14
53.74
10.14
220.51
5.89
73.4
24.37
5.24
81.01
1.78
44.1
71.82
40.89
37.7
81.37
12.1
38.8
25.02
15.08
23.07
97.85
47.92
17.06
117.45
626.49
17.07
24.19
62.2
143.96
33.93
50.44
24.13
26.12
44.17
280.13
5.36
100.24
21.58
18.87
36.84
44.17
11.43
44.32
95.46
33.03
446.21
8.56
504.84
23.0
156.15
40.02
118.8
90.58
33.88
10.92
23.36
65.92
36.31
8.54
24.19
20.01
204.39
121.8
73.85
58.75
52.23
84.01
39.15
47.92
325.26
105.04
85.63
164.24
34.21
26.33
3.55
2.99
10.09
3.91
60.0
109.52
27.09
220.53
60.0
454.08
26.33
31.24
46.99
21.36
17.11
60.33
143.32
62.03
133.71
80.6
357.43
110.0
31.77
2.26
3.55
72.0
42.75
38.47
26.0
19.8
8.1
23.48
36.09
23.37
37.4
23.63
25.46
89.99
136.42
2.93
22.13
198.6
141.52
25.64
36.86
260.25
133.37
8.16
39.0
28.0
40.89
186.13
90.28
231.82
29.29
87.2
31.72
352.35
319.42
76.5
148.09
78.3
120.71
111.2
9.66
28.0
60.06
40.89
44.56
180.0
73.63
46.89
4.81
227.18
197.93
66.73
622.16
180.29
36.28
16.33
83.05
55.82
264.83
34.11
128.24
113.61
9.78
10.0
8.53
358.93
23.07
102.01
38.37
52.0
20.07
48.05
50.99
3.91
45.58
30.2
20.04
22.15
11.69
40.02
33.56
73.23
10.57
47.95
151.61
164.09
28.51
20.67
46.88
78.86
51.25
37.17
24.19
10.46
242.72
145.22
15.47
33.88
180.0
110.0
11.67
68.43
55.74
50.32
12.83
77.53
11.98
23.0
117.48
30.19
30.47
40.89
626.41
115.72
204.72
48.38
157.4
201.11
12.75
36.86
177.48
13.92
102.67
2.25
548.0
288.0
31.41
42.27
59.84
58.53
35.41
15.05
34.23
33.88
588.87
29.86
17.45
44.73
140.34
36.69
200.39
14.7
26.24
148.6
8.82
86.77
125.28
60.0
40.21
35.58
78.3
52.0
70.47
17.13
45.76
74.32
3.21
25.02
76.91
116.0
347.48
111.64
44.74
26.33
33.88
162.08
90.14
16.21
31.32
17.47
37.7
36.33
30.32
15.8
13.76
6.48
1700.44
8.44
31.93
77.48
8.75
56.56
1700.44
92.21
10.39
75.41
19.95
55.81
6.41
1.06
36.0
44.03
45.99
233.1
24.64
126.97
26.76
101.62
78.3
73.16
25.74
33.23
20.6
105.58
33.88
59.21
83.06
63.72
16.21
149.42
88.43
30.4
36.28
33.88
36.56
110.16
84.99
1357.23
154.35
27.06
195.78
20.01
8.41
159.05
42.6
19.09
10.68
2.85
23.48
33.88
9.57
120.06
78.86
9.4
966.29
33.88
21.36
4.5
75.4
4.81
69.23
63.27
85.55
29.86
26.16
44.22
36.76
13.8
31.43
58.05
82.06
10.91
40.89
55.02
55.82
600.0
274.94
14.7
48.75
75.41
6.54
48.75
60.47
24.19
30.4
24.06
60.0
25.39
98.75
62.51
95.13
94.37
172.05
42.0
19.41
12.1
127.74
15.47
24.19
113.61
4.5
11.45
16.05
20.06
113.42
1006.38
43.73
10.7
109.5
27.64
10.9
92.3
24.19
72.0
19.75
12.1
55.82
4.5
54.6
31.68
23.09
36.56
81.73
225.37
255.21
277.77
86.87
134.59
102.49
19.12
23.37
113.61
97.73

Ventas 2022
50.1
1008.7
32.07
47.53
